# summary of local and remote events executed
# LP, local, remote, total
"64069", 583, 1884, 2467
"51164", 531, 1590, 2121
"34283", 499, 1468, 1967
"41033", 553, 1499, 2052
"489", 561, 1636, 2197
"11069", 456, 1471, 1927
"48781", 1, 2, 3
"44212", 1, 0, 1
"58955", 555, 1578, 2133
"28845", 1, 5, 6
"9675", 589, 1743, 2332
"34203", 467, 1398, 1865
"23325", 1, 5, 6
"3952", 462, 1295, 1757
"4945", 458, 1384, 1842
"58119", 1, 2, 3
"43726", 1, 2, 3
"47989", 456, 1377, 1833
"23641", 1, 1, 2
"21202", 1, 6, 7
"35412", 1, 6, 7
"21426", 609, 2102, 2711
"37178", 1, 65, 66
"44382", 514, 1747, 2261
"50388", 1, 0, 1
"60270", 1, 1, 2
"58891", 521, 1517, 2038
"20098", 1, 5, 6
"19225", 1, 72, 73
"16629", 1, 4, 5
"31317", 1, 0, 1
"35709", 446, 1353, 1799
"52270", 587, 1813, 2400
"56807", 532, 1693, 2225
"15302", 414, 1142, 1556
"56936", 603, 1848, 2451
"37097", 1, 7, 8
"35886", 534, 1508, 2042
"14660", 502, 1640, 2142
"55579", 1, 4, 5
"57929", 550, 1675, 2225
"42773", 1, 2, 3
"52254", 578, 1794, 2372
"7327", 1, 0, 1
"43933", 532, 1753, 2285
"55439", 1, 2, 3
"7543", 526, 1586, 2112
"62203", 1, 1, 2
"9001", 499, 1688, 2187
"39583", 1, 5, 6
"25249", 1, 1, 2
"56485", 1, 1, 2
"12705", 565, 1722, 2287
"16994", 1, 0, 1
"25401", 410, 1236, 1646
"6282", 1, 0, 1
"65377", 1, 0, 1
"24278", 1, 3, 4
"19114", 1, 1, 2
"25033", 540, 1674, 2214
"8258", 1, 4, 5
"33289", 513, 1438, 1951
"10272", 1, 0, 1
"3390", 464, 1480, 1944
"40904", 484, 1373, 1857
"28640", 531, 1579, 2110
"53858", 625, 1913, 2538
"24691", 1, 3, 4
"26314", 1, 2, 3
"58971", 558, 1587, 2145
"46466", 385, 1102, 1487
"45356", 1, 1, 2
"21506", 659, 2225, 2884
"4790", 1, 13, 14
"45585", 526, 1533, 2059
"29056", 401, 1094, 1495
"20197", 1, 35, 36
"60895", 498, 1521, 2019
"17163", 1, 2, 3
"43885", 504, 1691, 2195
"10274", 1, 0, 1
"22625", 1, 5, 6
"15457", 1, 0, 1
"61953", 572, 1918, 2490
"46300", 1, 0, 1
"46434", 371, 1076, 1447
"50319", 1, 1, 2
"63747", 1, 8, 9
"27391", 1, 2, 3
"54394", 1, 0, 1
"22468", 500, 1482, 1982
"36435", 1, 0, 1
"32320", 1, 3, 4
"25081", 570, 1735, 2305
"26988", 442, 1285, 1727
"51962", 1, 0, 1
"31157", 496, 1423, 1919
"40952", 512, 1424, 1936
"57138", 1, 0, 1
"64118", 613, 1941, 2554
"3567", 553, 1677, 2230
"51379", 1, 0, 1
"12608", 504, 1604, 2108
"48182", 553, 1564, 2117
"37669", 1, 0, 1
"18909", 497, 1401, 1898
"11101", 475, 1510, 1985
"10858", 1, 0, 1
"6501", 531, 1777, 2308
"11843", 1, 0, 1
"9081", 545, 1800, 2345
"28495", 456, 1427, 1883
"11353", 1, 14, 15
"6847", 1, 0, 1
"47248", 1, 5, 6
"61243", 1, 7, 8
"18198", 1, 0, 1
"23862", 480, 1508, 1988
"57141", 1, 1, 2
"41714", 1, 0, 1
"44701", 1, 1, 2
"39910", 439, 1268, 1707
"61798", 1, 0, 1
"45188", 1, 1, 2
"65316", 1, 2, 3
"32776", 508, 1419, 1927
"2364", 557, 2019, 2576
"25001", 518, 1639, 2157
"13473", 1, 7, 8
"37874", 585, 1941, 2526
"2558", 690, 2355, 3045
"29842", 1, 7, 8
"39477", 687, 2350, 3037
"43388", 501, 1627, 2128
"53312", 523, 1519, 2042
"60663", 1, 1, 2
"1932", 431, 1150, 1581
"44559", 616, 1992, 2608
"3406", 473, 1496, 1969
"26188", 1, 4, 5
"37281", 511, 1497, 2008
"12339", 1, 0, 1
"10107", 393, 1051, 1444
"40294", 472, 1503, 1975
"20082", 1, 0, 1
"51997", 1, 0, 1
"14414", 1, 4, 5
"19563", 1, 0, 1
"18638", 1, 12, 13
"63363", 403, 1216, 1619
"44196", 1, 3, 4
"24714", 1, 2, 3
"49303", 1, 0, 1
"47092", 562, 1674, 2236
"59076", 1, 5, 6
"14948", 1, 3, 4
"44286", 1, 0, 1
"36367", 657, 2343, 3000
"9546", 510, 1585, 2095
"35773", 477, 1407, 1884
"22613", 1, 8, 9
"60446", 486, 1325, 1811
"48788", 1, 7, 8
"39494", 699, 2390, 3089
"3054", 467, 1186, 1653
"26972", 439, 1274, 1713
"3232", 1, 0, 1
"48695", 572, 1674, 2246
"25017", 528, 1658, 2186
"60462", 492, 1342, 1834
"39316", 578, 2070, 2648
"50619", 434, 1225, 1659
"35542", 1, 0, 1
"26407", 1, 0, 1
"35244", 477, 1404, 1881
"15670", 526, 1967, 2493
"39501", 1, 7, 8
"1622", 1, 2, 3
"4731", 1, 3, 4
"11429", 1, 0, 1
"32367", 1, 2, 3
"48383", 1, 0, 1
"59259", 501, 1797, 2298
"12930", 1, 8, 9
"7792", 1, 5, 6
"17650", 1, 0, 1
"11695", 624, 2154, 2778
"16019", 1, 2, 3
"5712", 1, 0, 1
"53809", 598, 1846, 2444
"53444", 1, 0, 1
"46482", 392, 1115, 1507
"35260", 481, 1416, 1897
"26797", 1, 10, 11
"18974", 526, 1447, 1973
"53328", 526, 1529, 2055
"56213", 499, 1614, 2113
"34998", 1, 4, 5
"5603", 548, 1607, 2155
"64005", 554, 1792, 2346
"22900", 488, 1419, 1907
"55573", 1, 0, 1
"7110", 630, 2189, 2819
"1884", 418, 1124, 1542
"40015", 1, 0, 1
"52173", 526, 1686, 2212
"46889", 1, 0, 1
"56574", 1, 11, 12
"30547", 493, 1714, 2207
"29505", 450, 1460, 1910
"10869", 1, 1, 2
"14424", 1, 8, 9
"47894", 1, 3, 4
"51514", 1, 22, 23
"46261", 1, 0, 1
"56111", 1, 2, 3
"1153", 1, 7, 8
"57352", 475, 1305, 1780
"22180", 1, 3, 4
"22598", 1, 1, 2
"32263", 630, 2031, 2661
"56031", 1, 4, 5
"10059", 380, 1027, 1407
"49624", 475, 1401, 1876
"33522", 1, 2, 3
"60014", 579, 1684, 2263
"49737", 525, 1498, 2023
"53648", 501, 1655, 2156
"33942", 1, 1, 2
"26636", 599, 1862, 2461
"38355", 515, 1482, 1997
"60349", 444, 1254, 1698
"55575", 1, 4, 5
"30099", 503, 1522, 2025
"63214", 1, 3, 4
"58410", 516, 1464, 1980
"19854", 468, 1263, 1731
"6206", 1, 0, 1
"43111", 1, 0, 1
"11053", 449, 1457, 1906
"25049", 552, 1694, 2246
"54642", 444, 1460, 1904
"52464", 1, 0, 1
"48357", 1, 1, 2
"48458", 1, 0, 1
"30860", 1, 11, 12
"48467", 1, 2, 3
"10439", 1, 2, 3
"23822", 1, 0, 1
"40936", 497, 1406, 1903
"25330", 1, 11, 12
"24685", 1, 11, 12
"12446", 1, 1, 2
"38419", 548, 1553, 2101
"21858", 455, 1400, 1855
"11149", 499, 1548, 2047
"62181", 1, 4, 5
"59501", 662, 2175, 2837
"5619", 558, 1622, 2180
"29537", 463, 1490, 1953
"19541", 1, 0, 1
"33305", 518, 1454, 1972
"62466", 577, 1876, 2453
"40139", 1, 2, 3
"36238", 576, 2108, 2684
"7207", 1, 6, 7
"12144", 550, 1906, 2456
"34299", 509, 1481, 1990
"25167", 1, 0, 1
"17289", 468, 1301, 1769
"60618", 1, 1, 2
"32599", 425, 1286, 1711
"27101", 502, 1379, 1881
"42127", 1, 0, 1
"29477", 1, 17, 18
"6933", 514, 1884, 2398
"22710", 1, 0, 1
"55141", 1, 127, 128
"12352", 1, 8, 9
"48949", 1, 0, 1
"46311", 1, 0, 1
"49790", 1, 9, 10
"21442", 619, 2135, 2754
"38484", 1, 5, 6
"34894", 1, 11, 12
"36880", 530, 1590, 2120
"65463", 504, 1527, 2031
"27052", 472, 1336, 1808
"29857", 1, 8, 9
"31782", 575, 1782, 2357
"29770", 1, 7, 8
"40520", 596, 1773, 2369
"62882", 417, 1234, 1651
"57416", 504, 1351, 1855
"54258", 480, 1386, 1866
"6235", 1, 2, 3
"39829", 410, 1221, 1631
"20352", 571, 2061, 2632
"33445", 1, 14, 15
"44348", 1, 2, 3
"7623", 572, 1683, 2255
"62946", 446, 1292, 1738
"59788", 463, 1431, 1894
"22997", 542, 1532, 2074
"5747", 1, 0, 1
"45886", 1, 0, 1
"53440", 1, 2, 3
"40103", 1, 0, 1
"14628", 482, 1580, 2062
"44352", 1, 1, 2
"28397", 1, 1, 2
"37486", 1, 0, 1
"40163", 1, 36, 37
"50280", 1, 2, 3
"18877", 485, 1374, 1859
"63647", 1, 8, 9
"57913", 541, 1652, 2193
"29040", 391, 1084, 1475
"39364", 614, 2149, 2763
"32911", 1, 0, 1
"50340", 1, 0, 1
"1019", 566, 1561, 2127
"22548", 547, 1572, 2119
"39797", 396, 1197, 1593
"32199", 590, 1929, 2519
"65111", 603, 1891, 2494
"6692", 1, 6, 7
"48037", 484, 1429, 1913
"5296", 1, 10, 11
"49080", 466, 1354, 1820
"33577", 1, 0, 1
"56358", 588, 1801, 2389
"33705", 487, 1483, 1970
"23878", 490, 1525, 2015
"16841", 473, 1283, 1756
"19587", 1, 9, 10
"50804", 1, 0, 1
"59107", 1, 6, 7
"39037", 1, 4, 5
"18732", 415, 1259, 1674
"11994", 1, 5, 6
"152", 1, 22, 23
"24834", 1, 1, 2
"36428", 1, 3, 4
"31862", 1, 0, 1
"56839", 549, 1731, 2280
"8330", 1, 0, 1
"49705", 507, 1465, 1972
"59307", 538, 1879, 2417
"33721", 495, 1497, 1992
"27200", 1, 4, 5
"39025", 1, 2, 3
"4593", 541, 1582, 2123
"37442", 602, 1681, 2283
"5939", 498, 1676, 2174
"44282", 1, 0, 1
"26185", 1, 4, 5
"7655", 587, 1721, 2308
"25465", 435, 1296, 1731
"64794", 1, 9, 10
"65495", 524, 1572, 2096
"41578", 1, 0, 1
"55764", 449, 1319, 1768
"59949", 548, 1610, 2158
"33112", 430, 1283, 1713
"425", 521, 1562, 2083
"1248", 1, 58, 59
"20739", 1, 1, 2
"28246", 1, 1, 2
"14572", 1, 2, 3
"20400", 603, 2149, 2752
"14115", 515, 1916, 2431
"8974", 1, 0, 1
"614", 1, 1, 2
"1088", 1, 4, 5
"7830", 1, 1, 2
"50358", 1, 0, 1
"59404", 599, 2021, 2620
"29414", 1, 5, 6
"10717", 572, 1807, 2379
"63411", 423, 1260, 1683
"26539", 541, 1718, 2259
"27901", 1, 0, 1
"37562", 1, 2, 3
"7688", 608, 1757, 2365
"11775", 678, 2295, 2973
"21842", 446, 1390, 1836
"2666", 1, 12, 13
"24229", 1, 5, 6
"58442", 527, 1492, 2019
"22230", 1, 0, 1
"10075", 386, 1034, 1420
"65218", 1, 1, 2
"17273", 457, 1282, 1739
"3951", 456, 1295, 1751
"21474", 635, 2171, 2806
"52238", 564, 1775, 2339
"46963", 487, 1528, 2015
"5335", 1, 9, 10
"56447", 1, 6, 7
"41196", 1, 1, 2
"28745", 1, 2, 3
"5845", 1, 39, 40
"37329", 537, 1547, 2084
"38226", 445, 1358, 1803
"58697", 1, 6, 7
"17689", 1, 1, 2
"36482", 1, 4, 5
"38728", 1, 1, 2
"54274", 491, 1398, 1889
"64229", 1, 7, 8
"58939", 547, 1560, 2107
"44430", 543, 1817, 2360
"37169", 1, 0, 1
"43853", 1, 1, 2
"42442", 578, 2011, 2589
"12288", 636, 2099, 2735
"33641", 455, 1416, 1871
"39623", 1, 0, 1
"28757", 1, 0, 1
"21558", 1, 1, 2
"34979", 1, 0, 1
"55732", 436, 1296, 1732
"27662", 555, 1653, 2208
"27020", 461, 1311, 1772
"49608", 464, 1388, 1852
"30195", 551, 1609, 2160
"25682", 1, 0, 1
"27614", 527, 1603, 2130
"46806", 1, 8, 9
"49272", 1, 0, 1
"51067", 473, 1471, 1944
"37032", 1, 6, 7
"58687", 1, 18, 19
"7575", 543, 1625, 2168
"65287", 1, 11, 12
"54129", 414, 1265, 1679
"12393", 1, 0, 1
"8458", 1, 158, 159
"22722", 1, 1, 2
"31189", 506, 1450, 1956
"28399", 1, 18, 19
"13795", 529, 1496, 2025
"49560", 447, 1353, 1800
"13571", 1, 0, 1
"17609", 1, 12, 13
"37825", 553, 1865, 2418
"35373", 535, 1524, 2059
"49478", 1, 0, 1
"24407", 508, 1620, 2128
"1634", 1, 8, 9
"17133", 1, 1, 2
"46787", 1, 0, 1
"28559", 488, 1492, 1980
"54193", 449, 1327, 1776
"49721", 513, 1475, 1988
"61407", 552, 1796, 2348
"19935", 500, 1323, 1823
"11356", 1, 1, 2
"12737", 581, 1760, 2341
"37183", 1, 0, 1
"13387", 1, 1, 2
"17722", 492, 1608, 2100
"5359", 1, 3, 4
"21197", 1, 41, 42
"16296", 479, 1460, 1939
"6694", 1, 1, 2
"15654", 519, 1941, 2460
"55397", 527, 1384, 1911
"61078", 1, 1, 2
"23300", 1, 11, 12
"22601", 1, 0, 1
"45717", 1, 1, 2
"7591", 550, 1647, 2197
"26620", 592, 1834, 2426
"19639", 1, 10, 11
"28527", 472, 1458, 1930
"10820", 1, 3, 4
"46033", 566, 1814, 2380
"59155", 1, 2, 3
"26139", 495, 1379, 1874
"43622", 1, 1, 2
"65235", 1, 0, 1
"51083", 483, 1489, 1972
"30824", 1, 0, 1
"3422", 480, 1514, 1994
"61375", 536, 1758, 2294
"36383", 667, 2373, 3040
"27036", 464, 1325, 1789
"51228", 565, 1670, 2235
"43268", 1, 6, 7
"32744", 495, 1397, 1892
"9961", 1, 1, 2
"63296", 1, 7, 8
"27938", 1, 0, 1
"45771", 1, 8, 9
"14131", 528, 1942, 2470
"5010", 482, 1448, 1930
"50820", 1, 6, 7
"22836", 455, 1356, 1811
"16922", 501, 1339, 1840
"13420", 1, 12, 13
"37633", 1, 13, 14
"64750", 1, 5, 6
"51977", 1, 10, 11
"30163", 536, 1579, 2115
"2509", 658, 2268, 2926
"16957", 1, 2, 3
"35196", 458, 1356, 1814
"50444", 1, 3, 4
"8071", 538, 1722, 2260
"25172", 1, 5, 6
"50983", 1, 0, 1
"40045", 1, 0, 1
"16905", 498, 1326, 1824
"16630", 1, 4, 5
"5426", 471, 1441, 1912
"43949", 537, 1775, 2312
"25978", 424, 1252, 1676
"61007", 557, 1659, 2216
"60381", 459, 1279, 1738
"11727", 645, 2201, 2846
"41743", 1, 0, 1
"22654", 1, 7, 8
"16574", 1, 0, 1
"64757", 1, 16, 17
"64037", 568, 1834, 2402
"47341", 1, 0, 1
"45937", 507, 1674, 2181
"9113", 567, 1848, 2415
"29823", 1, 5, 6
"46947", 474, 1509, 1983
"8714", 681, 2185, 2866
"6869", 1, 0, 1
"49263", 1, 0, 1
"25778", 1, 1, 2
"3708", 1, 4, 5
"18364", 528, 1503, 2031
"13282", 621, 1983, 2604
"53878", 1, 1, 2
"14409", 1, 0, 1
"23910", 512, 1560, 2072
"50137", 558, 1857, 2415
"38067", 1, 6, 7
"58737", 1, 0, 1
"40250", 1, 1, 2
"33834", 549, 1606, 2155
"33405", 1, 7, 8
"809", 458, 1359, 1817
"35741", 464, 1379, 1843
"43420", 523, 1667, 2190
"10733", 581, 1826, 2407
"63459", 440, 1292, 1732
"15318", 425, 1153, 1578
"17023", 1, 0, 1
"3669", 1, 6, 7
"24256", 1, 4, 5
"29950", 1, 17, 18
"13586", 1, 0, 1
"22484", 510, 1495, 2005
"6797", 1, 3, 4
"26956", 427, 1256, 1683
"11165", 507, 1572, 2079
"39252", 533, 1957, 2490
"17659", 1, 24, 25
"47702", 462, 1186, 1648
"61738", 1, 3, 4
"55645", 1, 19, 20
"45040", 559, 1747, 2306
"7348", 1, 7, 8
"40984", 526, 1452, 1978
"47829", 1, 1, 2
"26475", 506, 1629, 2135
"17305", 468, 1312, 1780
"45749", 1, 7, 8
"36665", 1, 19, 20
"57093", 1, 7, 8
"52067", 1, 270, 271
"24600", 618, 1848, 2466
"48005", 467, 1400, 1867
"39845", 415, 1225, 1640
"40374", 515, 1591, 2106
"53167", 451, 1397, 1848
"44591", 634, 2033, 2667
"33786", 529, 1561, 2090
"5285", 1, 8, 9
"13982", 1, 0, 1
"30981", 1, 0, 1
"46805", 1, 7, 8
"34516", 1, 0, 1
"4529", 505, 1517, 2022
"50307", 1, 2, 3
"30659", 558, 1867, 2425
"9514", 486, 1539, 2025
"24375", 486, 1581, 2067
"50372", 1, 1, 2
"14598", 1, 2, 3
"62579", 641, 2030, 2671
"57631", 1, 0, 1
"49438", 1, 3, 4
"16312", 484, 1476, 1960
"4561", 525, 1549, 2074
"48750", 1, 5, 6
"4929", 450, 1361, 1811
"52189", 538, 1704, 2242
"25795", 1, 2, 3
"60729", 1, 0, 1
"53368", 1, 5, 6
"38568", 1, 7, 8
"23574", 502, 1471, 1973
"296", 458, 1435, 1893
"39348", 598, 2126, 2724
"36767", 474, 1491, 1965
"30595", 523, 1781, 2304
"38435", 560, 1566, 2126
"25578", 487, 1393, 1880
"21061", 1, 0, 1
"58579", 1, 0, 1
"41214", 1, 2, 3
"17992", 1, 0, 1
"65301", 1, 1, 2
"37361", 556, 1581, 2137
"49640", 476, 1406, 1882
"38242", 457, 1372, 1829
"32469", 1, 0, 1
"37713", 490, 1692, 2182
"32912", 1, 1, 2
"15383", 443, 1184, 1627
"39224", 1, 0, 1
"58655", 1, 11, 12
"19744", 1, 0, 1
"42134", 1, 9, 10
"16825", 464, 1271, 1735
"11743", 650, 2236, 2886
"54099", 1, 42, 43
"6532", 548, 1813, 2361
"53664", 512, 1673, 2185
"55116", 1, 2, 3
"50347", 1, 0, 1
"3083", 1, 1, 2
"41187", 1, 0, 1
"2541", 679, 2330, 3009
"28511", 466, 1447, 1913
"48582", 511, 1553, 2064
"9065", 536, 1783, 2319
"51115", 500, 1529, 2029
"26123", 489, 1371, 1860
"7437", 1, 9, 10
"5058", 513, 1505, 2018
"76", 1, 0, 1
"42276", 1, 0, 1
"30362", 1, 6, 7
"50907", 1, 0, 1
"24023", 564, 1682, 2246
"48101", 512, 1478, 1990
"54658", 452, 1473, 1925
"19105", 1, 10, 11
"31029", 1, 0, 1
"32070", 505, 1728, 2233
"10253", 448, 1136, 1584
"37988", 1, 4, 5
"58564", 1, 4, 5
"36025", 1, 8, 9
"27752", 1, 12, 13
"46579", 435, 1180, 1615
"24055", 582, 1712, 2294
"37623", 1, 5, 6
"21600", 1, 14, 15
"55716", 434, 1283, 1717
"24487", 550, 1715, 2265
"11444", 1, 0, 1
"13511", 1, 0, 1
"11840", 1, 4, 5
"37938", 628, 2035, 2663
"55187", 432, 1225, 1657
"33689", 478, 1466, 1944
"13698", 481, 1400, 1881
"47524", 392, 1075, 1467
"36493", 1, 0, 1
"63572", 495, 1399, 1894
"39532", 1, 0, 1
"40968", 520, 1438, 1958
"50004", 1, 0, 1
"59165", 1, 0, 1
"20122", 1, 0, 1
"31685", 530, 1679, 2209
"8119", 567, 1789, 2356
"19518", 1, 4, 5
"7767", 1, 1, 2
"41120", 1, 0, 1
"41304", 483, 1553, 2036
"21538", 675, 2276, 2951
"13936", 1, 10, 11
"60584", 1, 8, 9
"21058", 1, 6, 7
"20416", 615, 2179, 2794
"47140", 587, 1728, 2315
"64768", 1, 15, 16
"45245", 1, 0, 1
"10123", 398, 1061, 1459
"43917", 517, 1735, 2252
"3733", 1, 16, 17
"14062", 1, 4, 5
"51991", 1, 3, 4
"39990", 475, 1322, 1797
"52622", 444, 1311, 1755
"53696", 529, 1708, 2237
"50121", 548, 1829, 2377
"59323", 543, 1899, 2442
"13347", 1, 2, 3
"46130", 624, 1949, 2573
"57162", 1, 13, 14
"32247", 620, 2003, 2623
"34999", 1, 7, 8
"33514", 1, 0, 1
"254", 1, 0, 1
"53231", 487, 1449, 1936
"35308", 505, 1462, 1967
"4350", 1, 4, 5
"18723", 1, 1, 2
"48922", 1, 8, 9
"58233", 426, 1290, 1716
"1573", 1, 0, 1
"6661", 621, 1993, 2614
"13458", 1, 0, 1
"57561", 1, 4, 5
"4513", 503, 1502, 2005
"19438", 594, 1887, 2481
"768", 1, 2, 3
"39144", 1, 2, 3
"42378", 534, 1909, 2443
"8931", 1, 21, 22
"1402", 583, 1929, 2512
"47365", 1, 0, 1
"30993", 1, 8, 9
"41016", 544, 1479, 2023
"20864", 430, 1211, 1641
"63972", 533, 1747, 2280
"13634", 451, 1346, 1797
"10588", 505, 1657, 2162
"10400", 1, 4, 5
"11878", 1, 0, 1
"64918", 492, 1630, 2122
"11759", 664, 2272, 2936
"2304", 1, 5, 6
"17883", 585, 1826, 2411
"62642", 1, 1, 2
"21717", 1, 16, 17
"10139", 411, 1070, 1481
"49881", 1, 2, 3
"63010", 474, 1338, 1812
"14567", 1, 18, 19
"15976", 1, 1, 2
"52077", 471, 1572, 2043
"45145", 1, 0, 1
"38980", 537, 1511, 2048
"63202", 1, 3, 4
"60549", 1, 0, 1
"45553", 510, 1497, 2007
"2292", 1, 115, 116
"22003", 531, 1555, 2086
"60647", 1, 0, 1
"34955", 1, 0, 1
"39813", 406, 1210, 1616
"14484", 1, 10, 11
"29104", 419, 1131, 1550
"26814", 1, 17, 18
"7158", 659, 2268, 2927
"63443", 435, 1287, 1722
"47556", 404, 1100, 1504
"24728", 1, 0, 1
"59291", 525, 1855, 2380
"61888", 530, 1808, 2338
"49455", 1, 1, 2
"52606", 434, 1292, 1726
"46643", 464, 1217, 1681
"31378", 1, 0, 1
"62001", 602, 1975, 2577
"61614", 1, 0, 1
"9351", 1, 10, 11
"43997", 563, 1840, 2403
"18611", 1, 1, 2
"48133", 529, 1514, 2043
"62819", 1, 1, 2
"41056", 1, 1, 2
"42843", 379, 1123, 1502
"14381", 1, 0, 1
"58987", 569, 1604, 2173
"14056", 1, 0, 1
"15431", 1, 6, 7
"15286", 414, 1139, 1553
"49464", 1, 23, 24
"34315", 523, 1501, 2024
"63340", 1, 3, 4
"6368", 1, 6, 7
"20730", 1, 0, 1
"5955", 506, 1700, 2206
"40390", 522, 1613, 2135
"29777", 1, 0, 1
"63588", 503, 1408, 1911
"46514", 405, 1129, 1534
"46530", 410, 1139, 1549
"43729", 1, 0, 1
"35212", 462, 1370, 1832
"20816", 410, 1178, 1588
"42665", 1, 2, 3
"33625", 445, 1403, 1848
"49876", 1, 2, 3
"27747", 1, 4, 5
"4577", 536, 1570, 2106
"4545", 518, 1533, 2051
"29633", 519, 1597, 2116
"8339", 1, 4, 5
"636", 1, 11, 12
"58585", 1, 0, 1
"34795", 589, 1800, 2389
"10982", 1, 6, 7
"2812", 1, 0, 1
"26940", 420, 1239, 1659
"36599", 1, 12, 13
"57448", 512, 1377, 1889
"38703", 1, 78, 79
"53452", 1, 3, 4
"35805", 497, 1440, 1937
"37393", 575, 1622, 2197
"34559", 1, 4, 5
"31531", 1, 4, 5
"48282", 1, 1, 2
"55203", 438, 1239, 1677
"3454", 498, 1557, 2055
"12351", 1, 0, 1
"14708", 528, 1694, 2222
"44", 1, 7, 8
"11133", 490, 1536, 2026
"27877", 1, 0, 1
"47492", 380, 1058, 1438
"45985", 536, 1747, 2283
"31404", 1, 2, 3
"46450", 380, 1092, 1472
"49477", 1, 0, 1
"7142", 644, 2239, 2883
"62514", 606, 1943, 2549
"51692", 514, 1493, 2007
"25229", 1, 12, 13
"53939", 1, 5, 6
"43343", 1, 0, 1
"52237", 564, 1775, 2339
"56510", 1, 1, 2
"42591", 1, 1, 2
"27854", 1, 1, 2
"31557", 461, 1527, 1988
"7386", 1, 0, 1
"11278", 566, 1696, 2262
"41235", 1, 2, 3
"52221", 556, 1752, 2308
"33802", 533, 1572, 2105
"49439", 1, 2, 3
"11854", 1, 0, 1
"33046", 1, 47, 48
"15118", 1, 0, 1
"5506", 509, 1522, 2031
"24423", 515, 1638, 2153
"24455", 538, 1678, 2216
"63198", 1, 0, 1
"20367", 581, 2087, 2668
"3619", 1, 5, 6
"39284", 554, 2018, 2572
"31108", 474, 1385, 1859
"48865", 1, 5, 6
"61294", 1, 3, 4
"36703", 446, 1439, 1885
"33818", 538, 1586, 2124
"18396", 542, 1536, 2078
"59387", 590, 2003, 2593
"9782", 1, 0, 1
"38009", 1, 1, 2
"31925", 1, 1, 2
"49159", 497, 1415, 1912
"54585", 1, 3, 4
"23737", 1, 4, 5
"19245", 478, 1632, 2110
"5304", 1, 0, 1
"44110", 625, 1990, 2615
"63815", 1, 0, 1
"15604", 1, 0, 1
"48117", 522, 1497, 2019
"58426", 520, 1478, 1998
"28290", 1, 0, 1
"95", 1, 7, 8
"19736", 1, 0, 1
"24216", 1, 6, 7
"34683", 528, 1674, 2202
"39877", 427, 1250, 1677
"37425", 593, 1657, 2250
"60642", 1, 8, 9
"44462", 560, 1859, 2419
"45207", 1, 14, 15
"37809", 544, 1843, 2387
"51596", 461, 1398, 1859
"27004", 447, 1295, 1742
"40078", 1, 5, 6
"11820", 1, 2, 3
"63379", 409, 1232, 1641
"5090", 532, 1552, 2084
"65078", 586, 1846, 2432
"59567", 1, 9, 10
"17321", 480, 1328, 1808
"9968", 1, 0, 1
"12565", 1, 0, 1
"10425", 1, 0, 1
"60209", 1, 0, 1
"65575", 562, 1663, 2225
"58001", 1, 8, 9
"62850", 404, 1205, 1609
"23077", 585, 1621, 2206
"60708", 1, 11, 12
"30983", 1, 0, 1
"4048", 503, 1368, 1871
"8449", 1, 14, 15
"26571", 560, 1766, 2326
"59103", 1, 0, 1
"32054", 1, 315, 316
"47859", 1, 0, 1
"52638", 451, 1321, 1772
"23461", 450, 1380, 1830
"51527", 1, 1, 2
"9210", 619, 1983, 2602
"46802", 1, 7, 8
"31637", 509, 1625, 2134
"28575", 493, 1512, 2005
"25946", 414, 1228, 1642
"62401", 535, 1782, 2317
"10849", 1, 0, 1
"26399", 1, 2, 3
"53632", 492, 1634, 2126
"29714", 567, 1680, 2247
"42506", 619, 2120, 2739
"3080", 1, 4, 5
"3983", 471, 1320, 1791
"53089", 1, 0, 1
"55592", 1, 2, 3
"62728", 1, 0, 1
"36061", 1, 22, 23
"55315", 485, 1317, 1802
"33585", 1, 21, 22
"43869", 493, 1669, 2162
"45136", 621, 1877, 2498
"61233", 1, 7, 8
"56593", 1, 13, 14
"50465", 1, 0, 1
"6613", 592, 1931, 2523
"9129", 576, 1872, 2448
"11997", 1, 1, 2
"43757", 1, 9, 10
"47425", 1, 7, 8
"65014", 549, 1766, 2315
"51612", 466, 1409, 1875
"44173", 1, 6, 7
"61023", 564, 1674, 2238
"20639", 1, 0, 1
"11630", 582, 2034, 2616
"42426", 561, 1990, 2551
"41336", 504, 1597, 2101
"57784", 480, 1526, 2006
"57110", 1, 3, 4
"24679", 1, 16, 17
"7975", 479, 1607, 2086
"24071", 592, 1728, 2320
"35837", 508, 1463, 1971
"63690", 1, 0, 1
"29120", 424, 1137, 1561
"40014", 1, 0, 1
"37131", 1, 0, 1
"41709", 1, 11, 12
"20078", 1, 2, 3
"35821", 505, 1451, 1956
"14879", 1, 6, 7
"1803", 384, 1070, 1454
"43084", 477, 1298, 1775
"52862", 1, 2, 3
"12317", 1, 4, 5
"45837", 1, 12, 13
"16873", 484, 1297, 1781
"15798", 611, 2191, 2802
"36445", 1, 4, 5
"59054", 1, 9, 10
"48986", 1, 13, 14
"62962", 454, 1308, 1762
"20832", 415, 1195, 1610
"57057", 1, 14, 15
"37998", 1, 9, 10
"55380", 518, 1369, 1887
"26507", 526, 1674, 2200
"45953", 517, 1706, 2223
"26523", 533, 1695, 2228
"11369", 1, 6, 7
"58810", 481, 1433, 1914
"56054", 1, 13, 14
"34651", 510, 1639, 2149
